pitch_type,prev_pitch,prev_type,stand,balls,strikes,runner,outs_when_up,inning,run_diff
Hard,Breaker,X,L,0,0,1,0,1,1
Hard,Hard,B,L,1,0,1,0,1,1
Hard,Hard,B,L,2,0,1,0,1,1
Hard,Hard,B,L,3,0,1,0,1,1
Breaker,Hard,S,L,3,1,1,0,1,1
Hard,Breaker,S,L,3,2,1,0,1,1
Breaker,Hard,X,R,0,0,1,0,1,1
Hard,Breaker,B,R,1,0,1,0,1,1
Breaker,Hard,B,R,2,0,1,0,1,1
Hard,Breaker,S,R,2,1,1,0,1,1
Breaker,Hard,S,R,2,2,1,0,1,1
Breaker,Breaker,B,R,3,2,1,0,1,1
Hard,Breaker,X,L,0,0,1,0,1,0
Breaker,Hard,B,L,1,0,1,0,1,0
Breaker,Breaker,B,L,2,0,1,0,1,0
Hard,Breaker,B,L,3,0,1,0,1,0
Hard,Hard,S,L,3,1,1,0,1,0
Hard,Hard,X,L,0,0,1,0,1,0
Breaker,Hard,S,L,0,1,1,0,1,0
Breaker,Breaker,X,R,0,0,1,1,1,0
Hard,Breaker,B,R,1,0,1,1,1,0
Breaker,Hard,S,R,1,1,1,1,1,0
Breaker,Breaker,S,R,1,2,1,1,1,0
Breaker,Breaker,B,R,2,2,1,1,1,0
Breaker,Breaker,B,R,3,2,1,1,1,0
Hard,Breaker,S,R,3,2,1,1,1,0
Breaker,Hard,B,R,0,0,1,1,1,-1
Hard,Breaker,B,R,1,0,1,1,1,-1
Hard,Hard,S,R,1,1,1,1,1,-1
Breaker,Hard,X,R,0,0,1,2,1,-1
Hard,Breaker,S,R,0,1,1,2,1,-1
Hard,Hard,X,R,0,0,0,0,2,-1
Hard,Hard,S,R,0,1,0,0,2,-1
Hard,Hard,B,R,1,1,0,0,2,-1
Breaker,Hard,S,R,1,2,0,0,2,-1
Hard,Breaker,S,L,0,0,0,1,2,-1
Soft,Hard,B,L,1,0,0,1,2,-1
Breaker,Soft,S,L,1,1,0,1,2,-1
Hard,Breaker,X,L,0,0,1,1,2,-1
Breaker,Hard,B,L,1,0,1,1,2,-1
Hard,Breaker,S,L,1,1,1,1,2,-1
Soft,Hard,S,L,1,2,1,1,2,-1
Breaker,Soft,B,L,2,2,1,1,2,-1
Hard,Breaker,S,L,2,2,1,1,2,-1
Breaker,Hard,S,L,2,2,1,1,2,-1
Hard,Breaker,X,R,0,0,1,1,2,-1
Hard,Hard,X,L,0,0,1,2,2,-1
Breaker,Hard,B,L,1,0,1,2,2,-1
Soft,Breaker,B,L,2,0,1,2,2,-1
Breaker,Soft,B,L,3,0,1,2,2,-1
Hard,Breaker,S,L,3,1,1,2,2,-1
Breaker,Hard,S,L,3,2,1,2,2,-1
Hard,Breaker,X,L,0,0,0,0,3,-1
Breaker,Hard,S,L,0,1,0,0,3,-1
Hard,Breaker,S,L,0,2,0,0,3,-1
Hard,Hard,X,R,0,0,0,1,3,-1
Hard,Hard,B,R,1,0,0,1,3,-1
Breaker,Hard,S,R,1,1,0,1,3,-1
Hard,Breaker,B,R,2,1,0,1,3,-1
Breaker,Hard,S,R,2,2,0,1,3,-1
Breaker,Breaker,S,R,0,0,0,2,3,-1
Hard,Breaker,S,R,0,1,0,2,3,-1
Hard,Hard,S,R,0,2,0,2,3,-1
Breaker,Hard,B,R,1,2,0,2,3,-1
Breaker,Breaker,B,R,2,2,0,2,3,-1
Breaker,Breaker,X,R,0,0,0,0,4,-1
Breaker,Breaker,S,R,0,1,0,0,4,-1
Hard,Breaker,B,R,1,1,0,0,4,-1
Hard,Hard,B,R,2,1,0,0,4,-1
Hard,Hard,S,R,2,2,0,0,4,-1
Hard,Hard,X,R,0,0,0,1,4,-1
Soft,Hard,S,R,0,1,0,1,4,-1
Breaker,Soft,B,R,1,1,0,1,4,-1
Soft,Breaker,S,R,1,2,0,1,4,-1
Hard,Soft,B,R,2,2,0,1,4,-1
Breaker,Hard,S,R,2,2,0,1,4,-1
Hard,Breaker,S,L,0,0,0,2,4,-1
Breaker,Hard,S,L,0,1,0,2,4,-1
Breaker,Breaker,B,L,1,1,0,2,4,-1
Breaker,Breaker,X,L,0,0,0,0,5,-1
Hard,Breaker,S,L,0,1,0,0,5,-1
Hard,Hard,B,L,1,1,0,0,5,-1
Hard,Hard,X,R,0,0,1,0,5,-1
Breaker,Hard,X,L,0,0,1,1,5,-1
Breaker,Breaker,B,L,1,0,1,1,5,-1
Hard,Breaker,S,L,1,1,1,1,5,-1
Breaker,Hard,B,L,2,1,1,1,5,-1
Hard,Breaker,B,L,3,1,1,1,5,-1
Hard,Hard,B,R,0,0,0,0,1,0
Breaker,Hard,S,R,0,1,0,0,1,0
Hard,Breaker,X,L,0,0,1,0,1,0
Hard,Hard,B,L,1,0,1,0,1,0
Hard,Hard,S,L,1,1,1,0,1,0
Hard,Hard,X,R,0,0,1,1,1,0
Breaker,Hard,S,R,0,1,1,1,1,0
Breaker,Breaker,S,R,0,2,1,1,1,0
Hard,Breaker,B,R,1,2,1,1,1,0
Hard,Hard,B,R,2,2,1,1,1,0
Breaker,Hard,B,R,3,2,1,1,1,0
Hard,Breaker,S,L,0,0,1,2,1,0
Hard,Hard,B,L,1,0,1,2,1,0
Breaker,Hard,S,L,1,1,1,2,1,0
Hard,Breaker,B,L,2,1,1,2,1,0
Breaker,Hard,S,L,2,2,1,2,1,0
Hard,Breaker,S,L,2,2,1,2,1,0
Breaker,Hard,B,L,3,2,1,2,1,0
Hard,Breaker,S,L,0,0,0,0,2,0
Breaker,Hard,S,L,0,1,0,0,2,0
Hard,Breaker,S,L,0,2,0,0,2,0
Breaker,Hard,B,L,1,2,0,0,2,0
Hard,Breaker,S,R,0,0,0,1,2,0
Breaker,Hard,S,R,0,1,0,1,2,0
Hard,Breaker,B,R,1,1,0,1,2,0
Breaker,Hard,B,R,2,1,0,1,2,0
Breaker,Breaker,S,R,2,2,0,1,2,0
Breaker,Breaker,S,R,0,0,0,2,2,0
Hard,Breaker,S,R,0,1,0,2,2,0
Breaker,Hard,S,R,0,2,0,2,2,0
Breaker,Breaker,B,R,1,2,0,2,2,0
Breaker,Breaker,B,R,2,2,0,2,2,0
Hard,Breaker,S,R,0,0,0,0,3,0
Hard,Hard,X,R,0,0,1,0,3,0
Hard,Hard,S,R,0,1,0,1,3,0
Breaker,Hard,B,R,1,1,0,1,3,0
Hard,Breaker,B,R,2,1,0,1,3,0
Hard,Hard,B,R,3,1,0,1,3,0
Hard,Hard,S,R,3,2,0,1,3,0
Breaker,Hard,S,R,0,0,0,2,3,0
Breaker,Breaker,S,R,0,1,0,2,3,0
Breaker,Breaker,B,R,1,1,0,2,3,0
Breaker,Breaker,S,R,1,2,0,2,3,0
Hard,Breaker,S,L,0,0,0,0,4,0
Breaker,Hard,B,L,1,0,0,0,4,0
Breaker,Breaker,S,L,1,1,0,0,4,0
Hard,Breaker,B,L,2,1,0,0,4,0
Breaker,Hard,B,L,3,1,0,0,4,0
Breaker,Breaker,X,R,0,0,1,0,4,0
Hard,Breaker,B,R,1,0,1,0,4,0
Breaker,Hard,S,R,1,1,1,0,4,0
Breaker,Breaker,B,R,2,1,1,0,4,0
Hard,Breaker,S,R,2,2,1,0,4,0
Breaker,Hard,S,R,2,2,1,0,4,0
Breaker,Breaker,S,R,2,2,1,0,4,0
Breaker,Breaker,B,R,3,2,1,0,4,0
Hard,Breaker,X,L,0,0,1,0,4,-1
Breaker,Hard,B,L,1,0,1,0,4,-1
Hard,Breaker,X,L,0,0,0,0,4,-3
Hard,Hard,X,R,0,0,1,0,4,-3
Hard,Hard,B,R,1,0,1,0,4,-3
Breaker,Hard,X,R,0,0,0,2,4,-3
Hard,Breaker,S,R,0,1,0,2,4,-3
Breaker,Hard,S,R,0,2,0,2,4,-3
Hard,Breaker,X,R,0,0,0,0,5,0
Hard,Hard,X,R,0,0,0,1,5,0
Breaker,Hard,S,R,0,1,0,1,5,0
Breaker,Breaker,S,R,0,2,0,1,5,0
Breaker,Breaker,S,R,0,2,0,1,5,0
Breaker,Breaker,B,R,1,2,0,1,5,0
Hard,Breaker,X,R,0,0,0,2,5,0
Hard,Hard,S,R,0,1,0,2,5,0
Hard,Hard,B,R,1,1,0,2,5,0
Breaker,Hard,B,R,2,1,0,2,5,0
Breaker,Breaker,S,R,2,2,0,2,5,0
Hard,Breaker,B,R,3,2,0,2,5,0
Hard,Hard,B,L,0,0,1,2,5,0
Hard,Hard,B,L,1,0,1,2,5,0
Hard,Hard,S,L,1,1,1,2,5,0
Hard,Hard,X,R,0,0,1,2,5,0
Breaker,Hard,S,R,0,1,1,2,5,0
Breaker,Breaker,B,R,1,1,1,2,5,0
Hard,Breaker,B,R,2,1,1,2,5,0
Breaker,Hard,S,R,2,2,1,2,5,0
Breaker,Breaker,B,R,3,2,1,2,5,0
Breaker,Breaker,S,R,3,2,1,2,5,0
Hard,Breaker,S,L,0,0,0,0,6,0
Breaker,Hard,S,L,0,1,0,0,6,0
Hard,Breaker,B,L,1,1,0,0,6,0
Hard,Hard,S,L,1,2,0,0,6,0
Breaker,Hard,X,L,0,0,1,0,6,0
Hard,Breaker,B,L,1,0,1,0,6,0
Hard,Hard,X,R,0,0,1,0,6,0
Breaker,Hard,B,R,1,0,1,0,6,0
Breaker,Breaker,B,R,2,0,1,0,6,0
Breaker,Breaker,S,R,2,1,1,0,6,0
Breaker,Breaker,X,R,0,0,1,1,6,0
Breaker,Breaker,S,R,0,1,1,1,6,0
Breaker,Breaker,X,R,0,0,1,2,6,0
Breaker,Breaker,S,R,0,1,1,2,6,0
Breaker,Breaker,S,R,0,2,1,2,6,0
Breaker,Breaker,B,R,1,2,1,2,6,0
Breaker,Breaker,S,R,0,0,0,0,7,0
Breaker,Breaker,S,R,0,1,0,0,7,0
Breaker,Breaker,S,R,0,2,0,0,7,0
Breaker,Breaker,B,R,1,2,0,0,7,0
Breaker,Breaker,B,R,2,2,0,0,7,0
Breaker,Breaker,B,R,3,2,0,0,7,0
Breaker,Breaker,B,R,0,0,0,0,1,3
Breaker,Breaker,S,R,0,1,0,0,1,3
Breaker,Breaker,S,R,0,2,0,0,1,3
Breaker,Breaker,B,R,1,2,0,0,1,3
Breaker,Breaker,S,R,1,2,0,0,1,3
Breaker,Breaker,B,R,2,2,0,0,1,3
Breaker,Breaker,B,R,3,2,0,0,1,3
Hard,Breaker,S,L,0,0,0,1,1,3
Breaker,Hard,S,L,0,1,0,1,1,3
Breaker,Breaker,S,L,0,2,0,1,1,3
Soft,Breaker,B,L,1,2,0,1,1,3
Breaker,Soft,B,L,2,2,0,1,1,3
Hard,Breaker,S,L,2,2,0,1,1,3
Breaker,Hard,S,L,2,2,0,1,1,3
Breaker,Breaker,X,L,0,0,0,2,1,3
Hard,Breaker,B,L,1,0,0,2,1,3
Hard,Hard,B,L,2,0,0,2,1,3
Breaker,Hard,S,L,2,1,0,2,1,3
Hard,Breaker,B,L,3,1,0,2,1,3
Breaker,Hard,S,L,3,2,0,2,1,3
Breaker,Breaker,B,R,0,0,1,2,1,3
Breaker,Breaker,B,R,1,0,1,2,1,3
Breaker,Breaker,B,R,2,0,1,2,1,3
Breaker,Breaker,B,R,3,0,1,2,1,3
Hard,Breaker,B,L,0,0,1,2,1,3
Hard,Hard,B,L,1,0,1,2,1,3
Hard,Hard,S,L,1,1,1,2,1,3
Breaker,Hard,X,L,0,0,1,2,1,3
Hard,Breaker,B,L,1,0,1,2,1,3
Breaker,Hard,S,L,1,1,1,2,1,3
Breaker,Breaker,S,L,1,2,1,2,1,3
Breaker,Breaker,S,L,1,2,1,2,1,3
Breaker,Breaker,B,L,2,2,1,2,1,3
Hard,Breaker,S,L,0,0,0,0,2,6
Hard,Hard,B,L,1,0,0,0,2,6
Hard,Hard,B,L,2,0,0,0,2,6
Hard,Hard,X,L,0,0,0,1,2,6
Hard,Hard,B,L,1,0,0,1,2,6
Breaker,Hard,S,L,1,1,0,1,2,6
Breaker,Breaker,S,L,1,2,0,1,2,6
Breaker,Breaker,S,L,1,2,0,1,2,6
Breaker,Breaker,B,L,2,2,0,1,2,6
Hard,Breaker,S,R,0,0,0,2,2,6
Hard,Hard,B,R,1,0,0,2,2,6
Hard,Hard,S,R,1,1,0,2,2,6
Breaker,Hard,S,R,1,2,0,2,2,6
Breaker,Breaker,S,R,0,0,0,0,3,7
Breaker,Breaker,B,R,1,0,0,0,3,7
Hard,Breaker,B,R,2,0,0,0,3,7
Hard,Hard,B,R,3,0,0,0,3,7
Hard,Hard,B,L,0,0,1,0,3,7
Hard,Hard,B,L,1,0,1,0,3,7
Breaker,Hard,S,L,1,1,1,0,3,7
Breaker,Breaker,S,L,1,2,1,0,3,7
Hard,Breaker,B,L,2,2,1,0,3,7
Breaker,Hard,X,L,0,0,1,0,3,7
Hard,Breaker,S,L,0,1,1,0,3,7
Hard,Hard,B,L,1,1,1,0,3,7
Hard,Hard,B,L,2,1,1,0,3,7
Breaker,Hard,B,L,3,1,1,0,3,7
Hard,Breaker,B,R,0,0,1,0,3,7
Hard,Hard,X,L,0,0,1,1,3,6
Hard,Hard,B,L,1,0,1,1,3,6
Hard,Hard,X,L,0,0,0,0,4,6
Breaker,Hard,B,L,1,0,0,0,4,6
Hard,Breaker,B,L,2,0,0,0,4,6
Hard,Hard,S,L,2,1,0,0,4,6
Hard,Hard,X,L,0,0,0,1,4,6
Breaker,Hard,S,L,0,1,0,1,4,6
Breaker,Breaker,S,L,0,2,0,1,4,6
Breaker,Breaker,X,L,0,0,0,2,4,6
Hard,Breaker,B,L,1,0,0,2,4,6
Breaker,Hard,S,L,1,1,0,2,4,6
Breaker,Breaker,B,L,2,1,0,2,4,6
Breaker,Breaker,S,L,2,2,0,2,4,6
Breaker,Breaker,B,L,3,2,0,2,4,6
Hard,Breaker,X,R,0,0,0,2,4,5
Hard,Hard,S,R,0,1,0,2,4,5
Breaker,Hard,S,R,0,2,0,2,4,5
Breaker,Breaker,X,R,0,0,0,0,5,7
Hard,Breaker,S,R,0,1,0,0,5,7
Breaker,Hard,S,R,0,2,0,0,5,7
Breaker,Breaker,S,R,0,2,0,0,5,7
Hard,Breaker,B,R,1,2,0,0,5,7
Breaker,Hard,B,R,2,2,0,0,5,7
Hard,Breaker,S,L,0,0,0,1,5,7
Breaker,Hard,X,L,0,0,1,1,5,7
Breaker,Breaker,X,R,0,0,0,0,6,7
Breaker,Breaker,B,R,1,0,0,0,6,7
Breaker,Breaker,X,L,0,0,0,0,6,6
Breaker,Breaker,S,L,0,1,0,0,6,6
Hard,Breaker,B,L,1,1,0,0,6,6
Breaker,Hard,S,L,1,2,0,0,6,6
Soft,Breaker,B,L,2,2,0,0,6,6
Hard,Soft,S,L,2,2,0,0,6,6
Hard,Hard,B,L,3,2,0,0,6,6
Hard,Hard,X,L,0,0,0,0,1,0
Hard,Hard,S,L,0,1,0,0,1,0
Breaker,Hard,B,L,1,1,0,0,1,0
Hard,Breaker,S,L,1,2,0,0,1,0
Hard,Hard,X,L,0,0,0,1,1,0
Hard,Hard,B,L,1,0,0,1,1,0
Hard,Hard,X,L,0,0,1,1,1,0
Hard,Hard,B,L,1,0,1,1,1,0
Breaker,Hard,B,L,2,0,1,1,1,0
Hard,Breaker,B,L,3,0,1,1,1,0
Breaker,Hard,S,L,3,1,1,1,1,0
Hard,Breaker,S,L,3,2,1,1,1,0
Breaker,Hard,X,R,0,0,1,2,1,0
Hard,Breaker,B,R,1,0,1,2,1,0
Hard,Hard,S,R,1,1,1,2,1,0
Breaker,Hard,S,R,1,2,1,2,1,0
Breaker,Breaker,S,R,1,2,1,2,1,0
Hard,Breaker,X,L,0,0,0,0,2,0
Breaker,Hard,S,L,0,1,0,0,2,0
Breaker,Breaker,B,L,1,1,0,0,2,0
Hard,Breaker,B,L,2,1,0,0,2,0
Hard,Hard,S,L,2,2,0,0,2,0
Breaker,Hard,S,L,2,2,0,0,2,0
Hard,Breaker,X,L,0,0,1,0,2,0
Breaker,Hard,X,R,0,0,0,2,2,0
Breaker,Breaker,B,R,1,0,0,2,2,0
Breaker,Breaker,S,R,1,1,0,2,2,0
Hard,Breaker,B,R,2,1,0,2,2,0
Breaker,Hard,S,R,2,2,0,2,2,0
Breaker,Breaker,B,R,3,2,0,2,2,0
Breaker,Breaker,S,R,3,2,0,2,2,0
Hard,Breaker,B,L,0,0,1,2,2,0
Hard,Hard,S,L,0,1,1,2,2,0
Breaker,Hard,S,L,0,2,1,2,2,0
Hard,Breaker,S,L,0,2,1,2,2,0
Breaker,Hard,X,R,0,0,1,2,2,0
Hard,Breaker,B,R,1,0,1,2,2,0
Soft,Hard,S,R,1,1,1,2,2,0
Breaker,Soft,X,L,0,0,0,0,3,0
Hard,Breaker,S,L,0,1,0,0,3,0
Breaker,Hard,B,L,1,1,0,0,3,0
Hard,Breaker,B,L,2,1,0,0,3,0
Hard,Hard,X,L,0,0,1,0,3,0
Breaker,Hard,S,L,0,1,1,0,3,0
Breaker,Breaker,B,L,1,1,1,0,3,0
Breaker,Breaker,S,L,1,2,1,0,3,0
Breaker,Breaker,S,L,1,2,1,0,3,0
Breaker,Breaker,S,L,1,2,1,0,3,0
Hard,Breaker,B,L,2,2,1,0,3,0
Breaker,Hard,S,L,2,2,1,0,3,0
Breaker,Breaker,S,L,0,0,1,1,3,0
Hard,Breaker,X,R,0,0,1,1,3,0
Breaker,Hard,X,L,0,0,1,2,3,-1
Soft,Breaker,B,L,1,0,1,2,3,-1
Breaker,Soft,X,L,0,0,0,0,4,-1
Soft,Breaker,B,L,1,0,0,0,4,-1
Hard,Soft,S,L,1,1,0,0,4,-1
Breaker,Hard,X,R,0,0,0,1,4,-1
Hard,Breaker,S,R,0,1,0,1,4,-1
Breaker,Hard,X,L,0,0,0,2,4,-1
Breaker,Breaker,S,L,0,1,0,2,4,-1
Hard,Breaker,B,L,1,1,0,2,4,-1
Hard,Hard,X,L,0,0,0,0,1,0
Hard,Hard,B,L,1,0,0,0,1,0
Soft,Hard,S,L,1,1,0,0,1,0
Hard,Soft,B,L,2,1,0,0,1,0
Hard,Hard,S,L,2,2,0,0,1,0
Hard,Hard,S,R,0,0,0,1,1,0
Hard,Hard,S,R,0,1,0,1,1,0
Breaker,Hard,S,R,0,2,0,1,1,0
Breaker,Breaker,B,R,1,2,0,1,1,0
Breaker,Breaker,S,R,1,2,0,1,1,0
Hard,Breaker,S,R,1,2,0,1,1,0
Breaker,Hard,B,R,2,2,0,1,1,0
Hard,Breaker,X,R,0,0,0,2,1,0
Hard,Hard,X,R,0,0,0,0,2,0
Breaker,Hard,B,R,1,0,0,0,2,0
Breaker,Breaker,S,R,1,1,0,0,2,0
Hard,Breaker,X,L,0,0,0,1,2,0
Hard,Hard,S,L,0,1,0,1,2,0
Breaker,Hard,B,L,1,1,0,1,2,0
Breaker,Breaker,S,L,1,2,0,1,2,0
Breaker,Breaker,S,L,1,2,0,1,2,0
Hard,Breaker,B,L,2,2,0,1,2,0
Hard,Hard,S,L,0,0,0,2,2,0
Soft,Hard,S,L,0,1,0,2,2,0
Hard,Soft,S,L,0,2,0,2,2,0
Hard,Hard,X,L,0,0,0,0,3,0
Hard,Hard,B,L,1,0,0,0,3,0
Hard,Hard,B,L,2,0,0,0,3,0
Hard,Hard,X,R,0,0,0,1,3,0
Breaker,Hard,S,R,0,1,0,1,3,0
Hard,Breaker,B,R,1,1,0,1,3,0
Breaker,Hard,B,R,2,1,0,1,3,0
Breaker,Breaker,B,R,3,1,0,1,3,0
Hard,Breaker,S,R,3,2,0,1,3,0
Hard,Hard,S,R,0,0,0,2,3,0
Breaker,Hard,S,R,0,1,0,2,3,0
Soft,Breaker,S,R,0,2,0,2,3,0
Breaker,Soft,S,R,0,2,0,2,3,0
Hard,Breaker,B,R,1,2,0,2,3,0
Breaker,Hard,B,R,2,2,0,2,3,0
Breaker,Breaker,S,R,2,2,0,2,3,0
Hard,Breaker,B,R,3,2,0,2,3,0
Hard,Hard,S,R,3,2,0,2,3,0
Hard,Hard,B,L,0,0,1,2,3,0
Breaker,Hard,X,R,0,0,0,0,4,0
Breaker,Breaker,B,R,1,0,0,0,4,0
Hard,Breaker,B,R,2,0,0,0,4,0
Hard,Hard,X,R,0,0,0,1,4,0
Breaker,Hard,B,R,1,0,0,1,4,0
Hard,Breaker,X,R,0,0,0,2,4,0
Breaker,Hard,S,R,0,1,0,2,4,0
Breaker,Breaker,B,R,1,1,0,2,4,0
Breaker,Breaker,B,R,2,1,0,2,4,0
Hard,Breaker,B,R,3,1,0,2,4,0
Hard,Hard,B,L,0,0,1,2,4,0
Breaker,Hard,X,L,0,0,1,2,4,0
Soft,Breaker,S,L,0,1,1,2,4,0
Breaker,Soft,S,L,0,2,1,2,4,0
Breaker,Breaker,B,L,1,2,1,2,4,0
Soft,Breaker,B,L,2,2,1,2,4,0
Hard,Soft,S,L,0,0,0,0,5,1
Breaker,Hard,S,L,0,1,0,0,5,1
Soft,Breaker,B,L,1,1,0,0,5,1
Hard,Soft,X,R,0,0,1,0,5,1
Breaker,Hard,B,R,1,0,1,0,5,1
Breaker,Breaker,S,R,1,1,1,0,5,1
Breaker,Breaker,B,R,2,1,1,0,5,1
Hard,Breaker,X,R,0,0,0,0,5,-1
Hard,Hard,B,R,1,0,0,0,5,-1
Breaker,Hard,S,R,1,1,0,0,5,-1
Hard,Breaker,S,R,1,2,0,0,5,-1
Breaker,Hard,S,L,0,0,0,1,5,-1
Breaker,Breaker,B,L,1,0,0,1,5,-1
Hard,Breaker,S,L,1,1,0,1,5,-1
Breaker,Hard,X,R,0,0,0,2,5,-1
Breaker,Breaker,B,R,1,0,0,2,5,-1
Hard,Breaker,S,R,1,1,0,2,5,-1
Breaker,Hard,X,R,0,0,0,0,6,-1
Hard,Breaker,S,R,0,1,0,0,6,-1
Breaker,Hard,B,R,1,1,0,0,6,-1
Hard,Breaker,B,R,2,1,0,0,6,-1
Hard,Hard,X,R,0,0,1,0,6,-1
Hard,Hard,S,R,0,1,1,0,6,-1
Hard,Hard,X,L,0,0,0,0,6,-3
Breaker,Hard,B,L,1,0,0,0,6,-3
Breaker,Breaker,S,L,1,1,0,0,6,-3
Breaker,Breaker,S,L,1,2,0,0,6,-3
Breaker,Breaker,S,L,1,2,0,0,6,-3
Hard,Breaker,S,L,0,0,0,1,6,-3
Hard,Hard,B,L,1,0,0,1,6,-3
Breaker,Hard,S,L,1,1,0,1,6,-3
Breaker,Breaker,X,L,0,0,0,2,6,-3
Breaker,Breaker,B,L,1,0,0,2,6,-3
Breaker,Breaker,S,L,1,1,0,2,6,-3
Breaker,Breaker,B,L,2,1,0,2,6,-3
Breaker,Breaker,S,L,2,2,0,2,6,-3
Hard,Breaker,S,L,0,0,0,0,1,1
Hard,Hard,X,R,0,0,1,0,1,1
Breaker,Hard,B,R,1,0,1,0,1,1
Hard,Breaker,S,R,1,1,1,0,1,1
Breaker,Hard,S,R,1,2,1,0,1,1
Hard,Breaker,S,R,1,2,1,0,1,1
Hard,Hard,B,R,2,2,1,0,1,1
Breaker,Hard,B,R,3,2,1,0,1,1
Breaker,Breaker,X,L,0,0,1,1,1,1
Hard,Breaker,S,L,0,1,1,1,1,1
Breaker,Hard,S,L,0,2,1,1,1,1
Breaker,Breaker,S,R,0,0,1,2,1,1
Breaker,Breaker,B,R,1,0,1,2,1,1
Breaker,Breaker,S,R,1,1,1,2,1,1
Breaker,Breaker,S,R,1,2,1,2,1,1
Hard,Breaker,X,L,0,0,0,0,2,1
Breaker,Hard,B,L,1,0,0,0,2,1
Hard,Breaker,X,L,0,0,0,0,2,0
Soft,Hard,S,L,0,1,0,0,2,0
Breaker,Soft,S,L,0,2,0,0,2,0
Soft,Breaker,B,L,1,2,0,0,2,0
Hard,Soft,S,R,0,0,0,1,2,0
Hard,Hard,B,R,1,0,0,1,2,0
Breaker,Hard,S,R,1,1,0,1,2,0
Hard,Breaker,B,R,2,1,0,1,2,0
Breaker,Hard,X,L,0,0,1,1,2,0
Breaker,Breaker,B,L,1,0,1,1,2,0
Soft,Breaker,S,L,1,1,1,1,2,0
Soft,Soft,S,L,1,2,1,1,2,0
Hard,Soft,B,L,2,2,1,1,2,0
Breaker,Hard,B,L,3,2,1,1,2,0
Breaker,Breaker,B,R,0,0,1,1,2,0
Breaker,Breaker,S,R,0,1,1,1,2,0
Breaker,Breaker,S,R,0,2,1,1,2,0
Soft,Breaker,X,L,0,0,1,2,2,0
Breaker,Soft,S,L,0,1,1,2,2,0
Breaker,Breaker,X,R,0,0,1,2,2,-1
Breaker,Breaker,B,R,1,0,1,2,2,-1
Soft,Breaker,X,L,0,0,0,0,3,-1
Hard,Soft,X,R,0,0,0,1,3,-1
Breaker,Hard,B,R,1,0,0,1,3,-1
Hard,Breaker,S,R,1,1,0,1,3,-1
Hard,Hard,B,R,2,1,0,1,3,-1
Breaker,Hard,S,R,2,2,0,1,3,-1
Hard,Breaker,S,L,0,0,0,2,3,-1
Hard,Hard,B,L,1,0,0,2,3,-1
Breaker,Hard,S,L,1,1,0,2,3,-1
Hard,Breaker,B,L,2,1,0,2,3,-1
Breaker,Hard,X,L,0,0,1,2,3,-1
Soft,Breaker,B,L,1,0,1,2,3,-1
Soft,Soft,S,L,1,1,1,2,3,-1
Breaker,Soft,S,L,1,2,1,2,3,-1
Breaker,Breaker,X,R,0,0,0,0,4,-1
Breaker,Breaker,B,R,1,0,0,0,4,-1
Hard,Breaker,S,R,1,1,0,0,4,-1
Breaker,Hard,B,R,2,1,0,0,4,-1
Breaker,Breaker,S,R,2,2,0,0,4,-1
Soft,Breaker,X,L,0,0,0,1,4,-1
Hard,Soft,S,L,0,1,0,1,4,-1
Breaker,Hard,B,L,1,1,0,1,4,-1
Soft,Breaker,B,L,2,1,0,1,4,-1
Hard,Soft,B,L,3,1,0,1,4,-1
Hard,Hard,S,L,3,2,0,1,4,-1
